id,class
232436042,2
230680289,2
230659131,2
51096093,2
230459277,2
230515993,2
21696461,2
231177074,2
230946548,2
232416446,2
232465073,2
232444881,2
54734942,2
230523238,2
54732021,2
213729709,2
232446211,2
230658996,2
232377173,2
230770487,2
3876462,2
2877834,2
232823196,2
232400434,2
234039140,2
230594640,2
230465203,2
33951489,2
228701568,2
230556024,2
230516456,2
231036638,2
3875136,2
230467347,2
230468428,2
230526479,2
232456364,2
3878694,2
3881034,2
3420550,2
182448768,2
113371659,2
230473479,2
4961135,2
232907628,2
231178812,2
232797971,2
230456732,2
230438107,2
230418891,2
232907277,2
3873829,2
3879955,2
3403080,2
232909458,2
230468715,2
232473525,2
230439793,2
231182309,2
219841229,2
232906976,2
232037403,2
230968470,2
232437943,2
230630134,2
62195631,1
3391152,2
37232616,2
230353892,2
230595365,2
230578972,2
197686857,2
230468421,2
3877875,2
2868852,2
230352216,2
212706577,2
230473601,2
230528716,2
3762140,2
3903408,2
230394591,2
230658529,2
230529023,2
5147488,2
230522094,2
218538602,2
230339498,2
7727126,2
212826630,2
230670902,2
230390524,2
230403084,2
232627257,2
234439917,2
3881138,2
230452759,2
232397144,2
230339486,2
71724941,2
230418880,2
2787442,2
232349075,2
234034422,2
230458578,2
230328024,2
230518297,2
231028852,2
232431382,2
231176212,2
232378468,2
232050693,2
230522102,2
232050355,2
54732832,2
230076465,2
212381118,2
230458583,2
230452751,2
232545322,2
191263053,2
232903177,2
232440131,2
183323662,2
230444455,2
230679204,2
231997272,2
3882627,2
230353884,2
232424841,2
3396404,2
3406800,2
230468268,2
230457037,2
230566445,2
3879011,2
231178807,2
232403823,2
230101133,2
230448737,2
67786007,2
218536993,2
230682622,2
204499383,2
230473473,2
3881183,2
3897406,2
232406444,2
230339656,2
212687404,2
230353405,2
230901166,2
232458933,2
231996112,2
232071123,2
230474369,2
230873733,2
2757640,2
231181878,2
3420563,2
230438468,2
230438488,2
232375024,2
230338694,2
232036654,2
230658523,2
219861308,2
230444458,2
230470009,2
3768492,2
3764144,2
231174733,2
230438540,2
230622715,2
230517614,2
4840269,2
3864947,2
46627729,2
54732326,2
226907304,2
230529009,2
230445946,2
230446528,2
14060213,2
230578982,2
232071110,2
230649655,2
232431927,2
230473475,2
230473306,2
206225929,2
3767838,2
230468808,2
232404334,2
230538142,2
41113209,2
33809075,2
5986851,2
3903975,2
230339769,2
230516008,2
196538395,2
7214158,2
3880543,2
232027347,2
232910217,2
2864956,2
232909664,2
52418452,2
230469217,2
232440030,2
231197614,2
230331963,2
207822171,2
89519925,2
218528901,2
230425545,2
225653584,2
3158307,2
37232633,2
230457095,2
232451940,2
232051672,2
3389771,2
25444506,2
13908862,2
230328400,2
230552339,2
232909292,2
55226975,2
232045637,2
232430929,2
230529019,2
87889711,2
234059797,2
232465857,2
230449505,2
232037098,2
230557029,2
232409101,2
230645826,2
231028597,2
230966747,2
230581464,2
230449494,2
230449500,2
3407314,2
230556841,2
232812034,2
232925742,2
230969226,2
12776468,2
231995675,2
230391411,2
230345948,2
230622338,2
232350655,2
91411167,2
65795604,2
91496924,2
2850408,2
3406989,2
231992554,2
5123028,2
3761361,2
231996115,2
2923375,2
33824628,2
230439270,2
230335044,2
230457445,2
117844308,2
3875654,2
230331385,2
230526084,2
230525732,2
230847499,2
232039861,2
232946915,2
3899847,2
232400013,2
3390292,2
230467965,2
199635150,2
35025113,2
230681545,2
3880788,2
230524975,2
89435610,2
230413261,2
3391129,2
230349591,2
80045921,2
230337461,2
232679778,2
24155910,1
3383978,2
3863635,2
230679233,2
232709588,2
232430492,2
3880217,2
3405005,2
201713118,2
230465373,2
232412793,2
230446342,2
230432810,2
232348846,2
3739261,2
141327911,2
230579322,2
3202030,2
232464260,2
54732833,2
45874911,2
232006979,2
230473470,2
230537126,2
230912895,2
71373899,2
230588414,2
230963202,2
230822350,2
105855467,2
230325162,2
232675061,2
230399797,2
231176668,2
230528694,2
150991361,2
230628190,2
27929553,2
230411299,2
230671330,2
232009711,2
230595343,2
178479614,2
234445402,2
3857990,2
37234029,2
90523481,2
28191716,2
230524978,2
3768470,2
3764407,2
230670913,2
230468674,2
3877156,2
71369010,2
206184636,2
3881087,2
232448789,2
230461049,2
232443610,2
232437954,2
3408976,2
232448397,2
36350939,2
232027351,2
230411686,2
72291442,2
232448820,2
232448818,2
68959537,2
230447409,2
3342519,2
230963675,2
89941897,2
230446354,2
232926141,2
230522107,2
232403720,2
231440875,2
230405607,2
37233996,2
230468728,2
230468060,2
230645824,2
231004407,2
196471940,2
231043940,2
230457453,2
232401511,2
196536224,2
230520008,2
232009716,2
14845252,2
230524980,2
54735214,2
231175976,2
232392085,2
232959343,2
230424230,2
230453454,2
230539731,2
232439369,2
230557028,2
230436754,2
232377157,2
200819725,2
3326534,2
50363349,2
230464549,2
232506308,2
231196797,2
231179875,2
48355954,2
230451742,2
231990417,2
230436950,2
232905407,2
232457119,2
40297649,2
208587986,2
230341375,2
231996110,2
232905682,2
231181199,2
230528721,2
231178376,2
3435788,2
230438537,2
37914889,2
230770485,2
230351519,2
232908177,2
35864385,2
102585871,2
232071096,2
212689349,2
231995685,2
230669446,2
54735264,2
232034271,2
229695614,2
232033966,2
231997282,2
230434027,2
230400499,2
230436743,2
230468702,2
230524983,2
73120154,2
3838133,2
230459283,2
232009692,2
230468676,2
230537120,2
231164314,2
32858679,2
206366496,2
36189820,2
163941342,2
230465210,2
232457186,2
3878589,2
95985627,2
81116822,2
232383592,2
71369986,2
232382461,2
232047017,2
230438463,2
53332016,2
135025925,2
232409474,2
232456360,2
232046031,2
11278026,2
231995672,2
230661983,2
13300444,2
232453645,2
13773398,2
232072009,2
3774809,2
230431568,2
230339474,2
232348855,2
230528762,2
230468800,2
21696825,2
5532010,2
230392567,2
230643077,2
232033968,2
3764391,2
230470016,2
227276884,2
232363569,2
232465861,2
3875004,2
230566429,2
232456258,2
230467956,2
232346257,2
231028874,2
89913562,2
231162240,2
230468671,2
230595329,2
232008502,2
21155435,2
230336686,2
151223578,2
230438466,2
230523737,2
231269959,2
121091562,2
229695175,2
3849610,2
232909676,2
232908760,2
231996121,2
232469446,2
230537137,2
81273867,2
232457884,2
232680471,2
71369866,2
16742787,1
232431883,2
232451413,2
232451423,2
230442471,2
3906204,2
230336197,2
231997277,2
75600727,2
231590190,2
3159546,2
3859898,2
231035659,2
230456719,2
24673782,2
50033867,2
37231293,2
230578937,2
230473600,2
36787463,2
3248381,2
3881050,2
230577403,2
10734050,2
232038137,2
234458119,2
230556835,2
232437491,2
230516447,2
230552327,2
231192341,2
32700972,2
232665421,2
230354696,2
65682610,2
230681417,2
37232682,2
19084356,2
230649127,2
232406455,2
5517551,2
232382459,2
182448406,2
232038821,2
233227303,2
27323627,2
232124773,2
3891413,2
232397400,2
203808992,2
231995761,2
232431395,2
230424162,2
232354200,2
230473471,2
234472313,2
232032777,2
39579728,2
230458605,2
230626345,2
3435817,2
3403731,2
3829962,2
2893861,2
230594649,2
232672940,2
232349483,2
102664424,2
231036727,2
232505942,2
23864550,2
2821439,2
230645830,2
230683180,2
232407731,2
231029351,2
231990435,1
86313536,2
2863012,2
17796937,1
3408003,2
197686544,2
233233227,2
55763813,2
232074729,2
232665894,2
230527331,2
184703182,1
14660984,2
234445409,2
37232610,2
208590808,2
232437488,2
230702954,2
230518236,2
230432792,2
230346949,2
230847032,2
22949008,2
2311553,2
230446999,2
230663221,2
231499595,2
234458276,2
232431933,2
2864086,2
230556840,2
28030823,2
230326367,2
231174359,2
109048138,2
16753577,1
107068491,2
231997281,2
18249608,2
21696455,2
3880066,2
71366905,2
231995687,2
230522104,2
231996109,2
230349989,2
231035673,2
232448416,2
230946555,2
230473468,2
230468043,2
232468870,2
230578991,2
89638436,2
230768499,2
4595670,2
151305811,2
230325937,2
230390558,2
36763524,2
5151164,2
4860508,2
199597966,2
28326246,2
232892825,2
232001641,2
40779061,2
212356532,2
5168113,2
231029327,2
183320189,2
232437292,2
3416108,2
230338346,2
87889721,2
54732590,2
230339729,2
230557036,2
230412057,2
1582950,2
232446588,2
230424218,2
3435882,2
231029330,2
230557032,2
195218115,2
230669447,2
58158586,2
232345692,1
88370132,2
54732323,2
183119510,2
232431930,2
230424225,2
2787428,2
231996117,2
230682525,2
3391070,2
3913231,2
231995669,2
232042947,2
149112705,2
230646958,2
3419291,2
230424153,2
61481537,2
3687692,2
54732027,2
232001647,2
230630508,2
232403758,2
6436638,2
5275129,2
188671066,2
232412791,2
90542994,2
55639381,2
232473209,2
232437283,2
232074735,2
230877144,2
230630135,2
232413667,2
3205536,1
3403752,2
232348759,2
230336145,2
207798045,2
231995248,2
230520079,2
230577424,2
30074536,2
3398570,2
230473469,2
85343584,2
230644286,2
231996126,2
230969910,2
3424741,2
2864136,2
19547985,2
231179598,2
232008926,2
232062109,2
230350402,2
230459468,2
232074746,2
214640857,2
6255484,2
54735200,2
310495348,2
312172715,2
311054617,2
310170153,2
310438241,2
268161710,2
310492198,2
312357564,2
276939528,2
312860388,2
310438838,2
6271519,2
312358048,2
27713316,2
312823047,2
310427035,2
310427033,2
730020,2
310147165,2
314833118,2
309951601,2
310140290,2
314862780,2
314846561,2
310444903,2
310434781,2
312839090,2
310511258,2
309949285,2
310483468,2
310483463,2
310517073,2
310517070,2
312188714,2
311398978,2
312879230,2
115643001,1
312876805,2
310493432,2
310170465,2
310438244,2
310488588,2
314294809,2
310075977,2
312180324,2
310517063,2
310468658,2
309950740,2
1427839,2
310170119,2
309946151,2
269654653,2
310511477,2
313107639,2
314838117,2
312208091,2
276594799,2
312933242,2
310492313,2
310118494,2
310048974,1
310686190,2
312878145,2
310804993,2
314908507,2
310493430,2
313113059,2
309952146,2
310464839,2
312848572,2
310170658,2
313982012,2
309960195,2
312869027,2
312869044,2
118491773,2
312834498,2
314479342,2
312194436,2
313119203,2
312358187,2
312809509,2
310437706,2
310437628,2
310471610,2
310471609,2
314885888,2
313118940,2
310492347,2
310471921,2
312080234,2
254279019,2
310468167,2
310494231,2
312216622,2
314307770,2
310510010,2
310511475,2
310493676,2
310160792,2
310477694,2
312876019,2
16824262,2
309968255,2
310161967,2
22116910,2
310438242,2
309944251,2
310137589,2
309969298,2
310495036,2
314479343,2
313119227,2
312842426,2
310511482,2
313118581,2
310484945,2
309959754,2
312879236,2
313113567,2
311055188,2
310472122,2
314838112,2
312165206,2
312709942,2
312857792,2
310524769,2
735881,2
310040005,2
312839084,2
314875533,2
309956894,2
61002317,2
310495358,2
310495352,2
310521871,2
310521604,2
310494218,2
310494241,2
310494239,2
312177170,2
313113561,2
312923717,2
312809721,2
311360415,2
312357691,2
310493926,2
235043180,2
11484501,2
310467916,2
978934,2
310468663,2
310469164,2
312196097,2
312778095,2
310518396,2
310108595,2
312074267,2
310477627,2
276537192,2
312364809,2
309959432,2
310492335,2
310467912,2
32316521,2
310470737,2
310159295,2
312202384,2
111223376,2
312904853,2
243647790,2
260549093,2
310172848,2
310469138,2
309994609,2
310463625,2
311054609,2
312332224,2
314885856,2
310147781,2
310110708,2
310110706,2
312172169,2
310492324,2
306909557,2
310399847,1
